3 Foot Tall,Classified,,2014,indie poptimism,47,0.609,0.742,-5.739,0.0989,0.25,0.641,75.892,0.523,220947
3 Strikes,Terror Jr,,2016,pop edm,0,0.778,0.404,-7.218,0.0459,0.623,0.105,80.502,0.66,175901
48H,Izi,Sfera Ebbasta,2019,trap,68,0.755,0.502,-9.08,0.0655,0.307,0.105,149.919,0.6,198125
5 Stars,C Tangana,Polima Westcoast,2019,trap,68,0.801,0.723,-5.595,0.0456,0.242,0.106,123.994,0.599,244972
5 Steps,Dru Hill,,1996,new jack swing,43,0.396,0.403,-8.824,0.0468,0.478,0.141,105.65,0.239,343827
50 Sombras de Austin,Arcangel,,2015,latin pop,0,0.701,0.808,-4.949,0.112,0.287,0.099,180.067,0.787,195373
50 Vezes,Sorriso Maroto,,2019,pop edm,73,0.557,0.657,-6.428,0.0277,0.822,0.952,147.872,0.574,184107
7 Days,Craig David,,2001,urban contemporary,70,0.659,0.812,-7.499,0.0487,0.23,0.0951,83.013,0.888,235133
93 'Til Infinity,Souls Of Mischief,,1993,southern hip hop,68,0.59,0.672,-11.792,0.412,0.125,0.147,206.247,0.688,286440
95 BPM,Samra,,2019,hip hop,75,0.641,0.869,-2.953,0.303,0.0961,0.382,94.528,0.581,154105
96 Quite Bitter Beings,CKY,,1999,hard rock,58,0.458,0.779,-8.312,0.0486,0.00184,0.313,99.093,0.729,201920
99 Problems,Hugo,,2011,hip pop,61,0.529,0.557,-7.762,0.0738,0.0357,0.0734,162.599,0.592,137427
A Banca Sessions #1,A Banca Records,,2019,hip pop,43,0.899,0.42,-11.74,0.37,0.6,0.114,120.06,0.426,176000
A Day In The Life,The Beatles,,1967,classic rock,66,0.364,0.457,-14.162,0.0675,0.29,0.922,163.219,0.175,337413
A Design for Life,Manic Street Preachers,,1996,permanent wave,56,0.184,0.841,-4.723,0.0468,8.27E-04,0.0422,88.225,0.348,257640
A Different Way,DJ Snake,Lauv,2017,electropop,9,0.781,0.765,-4.092,0.0385,0.534,0.152,104.987,0.564,198286
A Donde,Sentidos Opuestos,,1997,electropop,30,0.771,0.949,-10.991,0.0381,0.199,0.0543,132.993,0.791,249827
A Dream Away,The Cars,,1981,electropop,14,0.648,0.635,-8.91,0.0319,0.00344,0.152,106.063,0.741,340200
A Generation of the lost,Frozen Plasma,,2006,electropop,0,0.591,0.866,-6.011,0.0314,0.00751,0.104,135.001,0.56,335933
A Girl Like You,Edwyn Collins,,1994,southern hip hop,63,0.619,0.781,-7.455,0.0393,0.0243,0.402,126.267,0.533,236583
A Horse with No Name,America,,1972,classic rock,50,0.654,0.506,-17.18,0.0535,0.686,0.155,123.179,0.831,252240
A las Cosas por Su Nombre,Violadores Del Verso,,2006,latin hip hop,49,0.885,0.877,-5.269,0.171,0.214,0.116,91.985,0.89,259920
A Life Within a Day,Squackett,,2014,album rock,0,0.398,0.722,-7.767,0.0445,0.0177,0.227,77.497,0.403,395933
A Little Respect,Erasure,,2009,electropop,3,0.607,0.784,-7.963,0.0258,0.0299,0.288,113.804,0.622,213987
A Mi Manera,Seven Kayne,,2019,trap,55,0.626,0.753,-4.5,0.0676,0.0533,0.252,160.006,0.55,138000
A Partir De Hoy,David Bisbal,,2018,latin pop,71,0.652,0.857,-5.044,0.0676,0.186,0.377,163.963,0.504,196803
A Place For Us,Dualities,Ynnox,2019,tropical,60,0.664,0.855,-4.462,0.0983,0.216,0.0868,125.025,0.716,202560
A Place I Know,The Cranberries,,2019,album rock,40,0.525,0.583,-6.891,0.0232,0.163,0.109,92.734,0.546,266467
A Question of Lust,Depeche Mode,,1986,permanent wave,43,0.572,0.733,-12.535,0.0294,0.0108,0.352,136.191,0.667,252533
A Room of Her Own,Like Swimming,,2015,indie poptimism,13,0.715,0.576,-6.652,0.128,0.0863,0.0822,128.962,0.576,214508
A Sky Full of Stars,Coldplay,,2014,dance pop,78,0.551,0.636,-7.125,0.0281,0.00713,0.217,124.996,0.153,268467
A Song For Mama,Boyz II Men,,2003,new jack swing,31,0.571,0.434,-8.852,0.0364,0.452,0.118,75.016,0.15,301587
A Warrior's Call,Volbeat,,2010,hard rock,63,0.374,0.903,-4.49,0.0825,7.50E-04,0.244,109.118,0.429,263080
A Year Without Rain,"Selena Gomez, The Scene",,2010,post-teen pop,61,0.627,0.81,-5.296,0.0431,0.0125,0.111,119.98,0.409,234347
A$AP,Dillom,,2019,trap,66,0.942,0.808,-5.317,0.119,0.073,0.0935,98.978,0.444,184242
A1,DARKSIDE,,2011,indie poptimism,49,0.718,0.287,-12.835,0.181,0.489,0.0995,176.112,0.118,358636
Above the Clouds,Robin Schulz,,2017,tropical,46,0.575,0.601,-8.986,0.0761,0.0206,0.0708,122.012,0.204,210920
Above Water,Manu Crooks,,2019,hip hop,50,0.723,0.554,-7.012,0.356,0.00819,0.106,168.119,0.102,151429
Abriendo Puertas,Gloria Estefan,,1995,latin pop,44,0.821,0.858,-6.04,0.0453,0.515,0.245,97.297,0.967,232893
Abriré La Puerta,David Bisbal,,2019,latin pop,62,0.559,0.523,-5.963,0.0283,0.613,0.174,124.812,0.551,216660
Absolutely Smitten,dodie,,2016,indie poptimism,58,0.667,0.667,-10.578,0.0346,0.453,0.703,118.952,0.504,181000
Abusadora,"Wisin, Yandel",,2013,reggaeton,0,0.78,0.776,-4.628,0.055,0.0509,0.0694,114.949,0.166,180693
Accelerator,Ephwurd,,2018,electro house,14,0.824,0.943,-2.294,0.0926,2.24E-04,0.104,126.055,0.421,192381
Access,Martin Garrix,,2018,progressive electro house,49,0.726,0.752,-7.401,0.0931,0.0529,0.201,128.035,0.174,195454
Ace of Hearts,Chris Rea,,2007,classic rock,36,0.592,0.652,-10.351,0.0298,0.557,0.0879,105.244,0.612,270986
Actua,J Alvarez,,2014,reggaeton,0,0.724,0.822,-5.74,0.0451,0.198,0.631,83.998,0.806,210427
Addicted,Amy Winehouse,,2006,neo soul,51,0.786,0.846,-3.752,0.0391,0.00144,0.101,107.976,0.695,165120
Adelanto,Chris Wandell,,2019,trap,46,0.83,0.633,-5.887,0.0404,0.469,0.137,110.038,0.37,175170
Adrenalize,In This Moment,,2012,hard rock,59,0.465,0.96,-3.888,0.0792,2.30E-04,0.129,132.014,0.43,255773
Adrienne,The Calling,,2001,permanent wave,48,0.303,0.878,-6.732,0.0656,6.69E-04,0.07,184.049,0.78,270333
Afternoon,TENDER,,2016,indie poptimism,43,0.64,0.498,-8.678,0.0322,0.0502,0.227,128.068,0.27,188073
Again,Noah Cyrus,,2017,pop edm,58,0.679,0.933,-3.671,0.0494,0.00391,0.109,120.08,0.328,165227
Aguardiente,Greeicy,,2019,latin pop,65,0.764,0.835,-3.581,0.115,0.0183,0.381,160.013,0.784,135320
Ah Yeah,Robert Glasper Experiment,,2012,neo soul,47,0.632,0.41,-12.129,0.0677,0.696,0.104,71.972,0.33,308933
Ahondar en Ti,Javiera Mena,,2010,electropop,0,0.746,0.615,-6.325,0.0283,0.208,0.0752,93.003,0.8,200520
Ahora Es,"Wisin, Yandel",,2007,reggaeton,44,0.821,0.789,-5.516,0.111,0.103,0.432,96.012,0.742,206947
Ain't 2 Proud 2 Beg,TLC,,2008,new jack swing,0,0.696,0.888,-4.108,0.0332,0.00263,0.34,104.855,0.676,248507
Ain't My Fault,Zara Larsson,,2017,indie poptimism,69,0.576,0.782,-4.825,0.0296,0.00778,0.285,141.153,0.355,224031
Ain't No Future In Yo' Frontin',MC Breed,,1991,southern hip hop,48,0.672,0.761,-9.644,0.248,0.0514,0.474,102.192,0.731,244733
Ain't No Time,Future,,2016,gangster rap,51,0.842,0.587,-6.677,0.069,0.00941,0.111,145.016,0.135,202804
Ain't Nobody Worryin',Anthony Hamilton,,2005,neo soul,42,0.839,0.488,-8.497,0.0979,0.0186,0.116,156.022,0.823,221160
Air Force Ones,Nelly,,2002,hip hop,61,0.784,0.459,-9.74,0.317,0.0847,0.079,164.062,0.618,304000
Aire,Ana Torroja,,2006,electropop,24,0.476,0.388,-9.262,0.0305,0.3,0.104,150.038,0.151,365160
Akhi Side,Sami,,2017,gangster rap,42,0.624,0.77,-4.416,0.36,0.21,0.0784,127.213,0.885,170613
Akwaba,MZ,,2016,urban contemporary,32,0.903,0.549,-4.266,0.245,0.183,0.241,118.032,0.755,260640
Al Filo de Tu Amor,Carlos Vives,,2017,latin pop,4,0.712,0.901,-4.699,0.0595,0.051,0.162,97.98,0.845,214072
Al Siguiente Nivel,Javiera Mena,,2006,electropop,0,0.454,0.653,-7.016,0.0347,8.48E-05,0.129,167.977,0.505,244374
Alarm,Anne-Marie,,2016,post-teen pop,65,0.756,0.589,-5.093,0.232,0.0812,0.176,146.928,0.811,205593
Alcoholic Shrink,Upchurch,,2019,southern hip hop,40,0.666,0.751,-5.849,0.0405,0.00667,0.196,124.029,0.46,214763
Alive,Dabin,,2019,indie poptimism,50,0.377,0.566,-6.173,0.044,0.134,0.135,154.875,0.222,365419
All About U,2Pac,,1996,gangster rap,65,0.859,0.792,-4.007,0.141,0.065,0.3,103.201,0.766,276813
All About Us,He Is We,,2010,post-teen pop,55,0.447,0.546,-5.26,0.0262,0.168,0.117,172.32,0.368,206173
All Along The Watchtower,Jimi Hendrix,,2009,hard rock,8,0.433,0.787,-6.747,0.0581,0.00287,0.0883,113.363,0.562,239667
All Day All Night,Bobby Brown,,1988,new jack swing,25,0.732,0.54,-10.415,0.125,0.0892,0.0445,165.44,0.799,280293
All Day and All of the Night,The Kinks,,1964,permanent wave,69,0.551,0.86,-7.839,0.0796,0.262,0.0558,136.921,0.723,141507
All Facts,G-Eazy,Ty Dolla $ign,2019,hip hop,29,0.528,0.705,-4.767,0.352,0.0691,0.109,160.014,0.645,180581
All For Love,Madison Beer,,2015,post-teen pop,54,0.653,0.76,-4.892,0.0556,0.00514,0.0658,119.905,0.133,203680
All For You,Night Riots,,2017,indie poptimism,50,0.475,0.881,-3.207,0.0573,0.0103,0.074,140.912,0.426,235334
All Four Walls,Gorgon City,,2016,trap,31,0.719,0.918,-6.514,0.192,0.0774,0.103,147.932,0.535,188883
All I Do Is Win,DJ Khaled,,2010,gangster rap,62,0.55,0.779,-3.841,0.211,0.0135,0.333,150.069,0.315,230281
All I Ever Need,Austin Mahone,,2014,post-teen pop,71,0.708,0.647,-6.128,0.0298,0.117,0.111,129.95,0.654,213747
All I Ever Wanted,Eat More Cake,River,2019,progressive electro house,49,0.679,0.806,-5.048,0.0666,0.00674,0.137,126.073,0.259,211548
All I Have,Jennifer Lopez,,2002,new jack swing,1,0.701,0.669,-5.265,0.107,0.271,0.158,83.066,0.446,254467
All I Need,Dirty South,,2019,progressive electro house,45,0.608,0.875,-8.835,0.0381,0.0303,0.156,122.989,0.356,254146
All I See,Bondax,,2014,neo soul,36,0.71,0.735,-4.733,0.188,0.0134,0.216,115.753,0.627,237253
All I Wanna Do,Martin Jensen,,2016,dance pop,55,0.728,0.794,-3.992,0.0635,0.148,0.0688,112.071,0.523,194360
All I Want for Christmas Is You,Mariah Carey,,1994,neo soul,90,0.335,0.625,-7.462,0.0386,0.164,0.0708,150.277,0.346,241107
All In My Head,Tori Kelly,,2012,urban contemporary,60,0.675,0.506,-7.69,0.0857,0.105,0.0586,129.884,0.322,210895
All Love,FLETCHER,,2019,indie poptimism,71,0.678,0.487,-7.177,0.0866,0.272,0.181,141.983,0.48,193600
All My Friends,Snakehips,"Tinashe, Chance the Rapper",2015,dance pop,74,0.689,0.521,-5.845,0.132,0.119,0.108,95.055,0.178,229747
All Night,Parov Stelar,,2012,electro house,59,0.793,0.578,-8.747,0.0428,0.223,0.293,125.021,0.803,166613
All on Me,Olivia King,,2019,pop edm,47,0.576,0.674,-4.837,0.12,0.24,0.203,149.742,0.634,168020
All Out of Love,Air Supply,,1980,album rock,67,0.512,0.262,-16.875,0.0276,0.313,0.456,108.381,0.357,243000
All Over,CRUISR,,2014,indie poptimism,54,0.552,0.931,-5.166,0.053,0.00836,0.0551,158.036,0.666,182653
All Right Now,Free,,2008,album rock,22,0.766,0.446,-13.079,0.0867,0.25,0.318,119.774,0.743,332907
All Star,Smash Mouth,,2019,dance pop,60,0.748,0.903,-5.877,0.0385,0.0324,0.106,115.018,0.751,217043
All Systems Down,Andrew Rayel,,2016,big room,31,0.403,0.951,-2.651,0.267,0.0242,0.067,127.478,0.0988,212350
All That,Carly Rae Jepsen,,2015,indie poptimism,0,0.747,0.785,-5.15,0.0634,0.01,0.0669,121.007,0.777,310253
All That I Am,Joe,,1997,new jack swing,17,0.503,0.403,-11.497,0.0297,0.295,0.176,84.343,0.145,252120
All That She Wants,Ace of Base,,1994,dance pop,16,0.707,0.628,-9.684,0.0877,0.00526,0.104,187.548,0.87,211213
All The Small Things,blink-182,,1999,post-teen pop,17,0.442,0.893,-4.878,0.0505,0.00844,0.529,148.119,0.712,168000
All the Times,LSG,"Faith Evans, Coko, Missy Elliott",1997,neo soul,51,0.732,0.42,-6.867,0.0514,0.0687,0.289,137.45,0.473,291707
All The Way,Timeflies,,2014,progressive electro house,0,0.553,0.855,-2.025,0.0732,0.0187,0.0428,127.997,0.552,179640
All the Young Dudes,Mott The Hoople,,1972,classic rock,62,0.429,0.668,-7.539,0.044,0.208,0.538,77.737,0.398,211067
All This Love,Robin Schulz,Harlœ,2019,pop edm,73,0.469,0.801,-5.635,0.0834,0.0715,0.49,124.068,0.425,164797
All Time Low,Jon Bellion,,2016,indie poptimism,73,0.617,0.567,-4.188,0.0828,0.0584,0.0933,90.246,0.505,217603
All To Myself,Nolan van Lith,,2016,progressive electro house,6,0.455,0.562,-5.031,0.0293,0.00504,0.365,128.042,0.282,220000
All Work,Curren$y,,2019,southern hip hop,56,0.688,0.88,-5.044,0.233,0.0564,0.154,140.904,0.618,150047
All Your Days,Shallou,,2019,indie poptimism,61,0.537,0.347,-10.245,0.0303,0.444,0.111,110.011,0.0968,275013
Alladat,Jarren Benton,,2015,urban contemporary,39,0.672,0.856,-5.537,0.262,0.0534,0.218,180.048,0.641,207560
Almost Mine,Wankelmut,,2017,tropical,47,0.708,0.8,-5.072,0.0427,0.0513,0.317,122.062,0.484,200467
Aloha,Carlos Sadness,,2019,tropical,59,0.801,0.901,-5.544,0.102,0.101,0.107,131.998,0.597,187392
Alone,Lund,,2016,trap,64,0.742,0.355,-15.506,0.0814,0.654,0.384,120.018,0.037,254000
Alps,Motorama,,2013,permanent wave,44,0.417,0.882,-5.314,0.0415,0.056,0.107,136.269,0.259,246533
ALREADY,Beyonce,,2019,urban contemporary,69,0.647,0.732,-5.846,0.0891,0.0846,0.597,67.295,0.548,222529
Already Dead,Hollywood Undead,,2019,hard rock,59,0.359,0.964,-4.237,0.408,4.39E-04,0.131,159.978,0.303,236734
Already Love,Great Good Fine Ok,,2016,indie poptimism,22,0.646,0.751,-5.246,0.0683,0.0437,0.112,172.04,0.879,214411
Alright,Logic,,2014,hip hop,64,0.807,0.693,-5.056,0.0481,0.0504,0.0762,127.035,0.142,218280
Always,Killswitch Engage,,2013,hard rock,48,0.535,0.936,-5.372,0.0377,4.56E-04,0.356,115.005,0.316,273053
Always Gonna Say Sorry,Joakim Molitor,,2017,pop edm,1,0.531,0.63,-5.677,0.0433,0.216,0.054,77.353,0.328,193742
Always in My Head,Coldplay,,2014,album rock,65,0.499,0.502,-9.307,0.0254,0.0128,0.068,97.544,0.0397,216627
Always on My Mind,Pet Shop Boys,,1998,electropop,70,0.533,0.783,-10.61,0.0366,0.0116,0.186,124.874,0.726,234907
Always On Time,Ja Rule,,2001,new jack swing,6,0.838,0.705,-6.131,0.29,0.195,0.336,96.643,0.837,245093
Always Somewhere,Scorpions,,1979,hard rock,5,0.496,0.502,-7.336,0.0295,0.0804,0.152,113.348,0.197,297520
Always The Sun,The Stranglers,,1990,electropop,50,0.561,0.868,-4.146,0.0464,0.00585,0.105,133.362,0.795,243053
Amanece,Caifanes,,1988,album rock,47,0.55,0.926,-5.343,0.0535,0.21,0.567,109.797,0.414,193760
Amazing!,Sakurako Ohara,,2020,dance pop,32,0.649,0.856,-2.745,0.181,0.127,0.0702,171.884,0.892,199440
Ambak,Jenil,,2019,big room,10,0.469,0.923,-1.755,0.163,0.00976,0.105,127.606,0.127,173096
Amen,Andra Day,,2018,urban contemporary,45,0.429,0.363,-7.539,0.0327,0.338,0.128,75.483,0.16,183741
America,Logic,,2017,southern hip hop,51,0.839,0.888,-4.181,0.116,0.13,0.116,115.005,0.6,331347
American Girl,Tom Petty and the Heartbreakers,,1976,album rock,73,0.55,0.824,-5.988,0.0334,0.448,0.366,114.512,0.777,214733
American Music,Violent Femmes,,1991,permanent wave,0,0.552,0.565,-11.78,0.0354,0.0785,0.146,133.535,0.755,229973
AMOR,Jonna Fraser,,2018,latin hip hop,47,0.824,0.712,-6.797,0.0818,0.183,0.0958,89.971,0.553,183680
Amor Amor Amor,Jennifer Lopez,Wisin,2017,latin hip hop,57,0.743,0.917,-3.941,0.0968,0.0389,0.265,112.941,0.491,198587
Amor De Pobre,Zion,,2007,reggaeton,0,0.623,0.76,-7.462,0.0846,0.274,0.0971,93.909,0.737,238120
Amor Loquito,Josue Diaz,,2014,latin pop,38,0.747,0.792,-6.197,0.038,0.15,0.0765,121.962,0.891,212651
Amsterdam,Olly James,,2020,electro house,39,0.518,0.914,-4.853,0.0425,7.73E-05,0.609,130.197,0.154,167077
Analog,leaf beach,,2018,hip hop,50,0.746,0.371,-8.226,0.332,0.432,0.0954,174.256,0.488,97433
Anche Fragile,Elisa,,2018,hip pop,8,0.435,0.578,-3.796,0.032,0.275,0.158,130.455,0.147,239693
And I Love Her,Paul McCartney,,1991,album rock,0,0.634,0.188,-24.328,0.0354,0.509,0.114,79.647,0.556,256933
Andar Conmigo,Julieta Venegas,,2003,latin pop,69,0.77,0.585,-8.06,0.0285,0.3,0.116,116.994,0.912,193373
Andar em Paz,Urias,,2019,tropical,44,0.524,0.276,-19.221,0.0782,0.64,0.202,157.384,0.499,215813
Anemone,The Brian Jonestown Massacre,,2008,permanent wave,62,0.527,0.636,-12.888,0.0347,0.0599,0.204,83.101,0.607,334467
Angel (Live),Lalah Hathaway,,2015,neo soul,48,0.567,0.5,-9.294,0.033,0.369,0.53,80.626,0.391,342067
Angelito,Don Omar,,2016,reggaeton,49,0.637,0.691,-4.332,0.0415,0.161,0.167,156.006,0.29,284933
Angels,Vicetone,,2015,pop edm,45,0.527,0.845,-3.721,0.121,0.0335,0.144,128.023,0.554,214326
Anghel,Stonefree,,2006,classic rock,47,0.312,0.815,-5.316,0.0436,0.0605,0.118,153.064,0.372,218960
ANGST II,MESSIAH!,,2019,hip hop,41,0.531,0.614,-8.746,0.297,0.627,0.171,81.293,0.636,180337
Animals,Martin Garrix,,2013,progressive electro house,5,0.675,0.868,-6.36,0.0392,0.00107,0.374,128.007,0.0376,304229
Ann Wants to Dance,Papooz,,2016,permanent wave,54,0.742,0.436,-10.992,0.027,0.672,0.183,100.859,0.718,210787
Another Again,John Legend,,2008,neo soul,0,0.53,0.843,-6.596,0.201,0.127,0.302,82.35,0.47,241733
Another Night,Real McCoy,,2000,dance pop,2,0.812,0.889,-7.769,0.0394,0.11,0.065,125.943,0.872,236871
Another Sad Love Song,Toni Braxton,,1993,new jack swing,49,0.78,0.71,-7.429,0.0479,0.0143,0.0366,96.067,0.858,301560
Antes de Morirme,Miky Woodz,,2017,latin hip hop,58,0.85,0.652,-4.443,0.115,0.231,0.173,147.961,0.496,221253
Anthem,Jay Prince,,2017,hip pop,23,0.687,0.694,-6.967,0.282,0.0141,0.157,66.949,0.923,172273
Antidote,Orion Sun,,2017,dance pop,58,0.506,0.807,-3.96,0.249,0.161,0.114,163.239,0.394,169756
anxiety,blackbear,FRND,2017,hip pop,68,0.652,0.715,-5.919,0.0388,0.0291,0.156,97.981,0.618,191036
Any Way You Want It,Journey,,1980,post-teen pop,71,0.529,0.932,-7.501,0.0488,0.00251,0.136,138.158,0.571,201693
Anything,Jaheim,Next,2008,neo soul,21,0.727,0.38,-7.88,0.0455,0.0526,0.144,105.736,0.431,287427
Anything Could Happen,Ellie Goulding,,2012,dance pop,57,0.702,0.781,-4.081,0.03,0.433,0.135,102.997,0.382,286322
Anything for You,Chelsea Cutler,,2015,indie poptimism,46,0.549,0.442,-14.569,0.116,0.861,0.0893,126.028,0.0437,201905
Anything Goes,Guns N' Roses,,1987,album rock,4,0.366,0.971,-7.281,0.062,0.0338,0.297,152.181,0.285,206360
Anywhere,Dillon Francis,,2016,indie poptimism,52,0.795,0.642,-4.089,0.0425,0.0266,0.0805,115.009,0.608,177596
Anywhere u go,Tove Lo,,2019,post-teen pop,55,0.598,0.721,-5.563,0.0652,0.7,0.119,175.981,0.34,189605
Anywhere We Go,Kaptan,,2015,indie poptimism,0,0.573,0.901,-6.263,0.0325,0.0269,0.0741,100.018,0.468,242005
APESHIT,The Carters,,2018,hip pop,66,0.705,0.784,-6.477,0.271,0.0133,0.168,160.035,0.377,264853
Aprendi a Amar,Brytiago,,2019,reggaeton,63,0.746,0.63,-4.453,0.0863,0.127,0.141,174.044,0.843,213793
April Showers,Proleter,,2011,electro house,56,0.801,0.546,-7.256,0.132,0.28,0.141,94,0.902,275751
April Skies,The Jesus and Mary Chain,,1987,permanent wave,51,0.545,0.717,-6.869,0.036,0.00417,0.136,118.515,0.589,239621
Aprovecha,Nova y Jory,Daddy Yankee,2011,reggaeton,58,0.624,0.772,-4.687,0.165,0.178,0.11,172.014,0.589,222240
Aquarius / Let the Sunshine In,The 5th Dimension,,2000,classic rock,55,0.293,0.74,-6.098,0.0399,0.446,0.0998,118.23,0.516,289293
Are 'Friends' Electric?,Tubeway Army,,1979,permanent wave,50,0.423,0.743,-9.797,0.0379,0.0304,0.204,93.897,0.417,325200
Are You Ready,AC/DC,,1990,hard rock,64,0.454,0.821,-4.816,0.0324,0.0165,0.13,108.533,0.414,250333
Are You with Me,Lost Frequencies,,2016,electropop,55,0.776,0.574,-9.882,0.0317,0.466,0.131,121.03,0.412,138843
Around Me,Brent Faiyaz,,2018,neo soul,64,0.587,0.177,-12.522,0.0647,0.574,0.097,75.039,0.125,183022
Around The Way Girl,LL Cool J,,1990,new jack swing,2,0.602,0.658,-10.798,0.356,0.00354,0.337,202.084,0.658,246533
ARROGANT AMERiCAN FREESTYLE,Riff Raff,,2020,gangster rap,48,0.61,0.959,-2.914,0.351,0.159,0.242,174.176,0.683,350500
As Above so Look out Below,Ghostemane,,2016,gangster rap,49,0.713,0.839,-6.377,0.349,0.00417,0.106,150.004,0.0369,149230
As If It's Your Last,BLACKPINK,,2017,dance pop,2,0.786,0.853,-2.687,0.0816,0.0688,0.0759,125.034,0.45,213264
As Long As You Love Me,Justin Bieber,,2012,post-teen pop,72,0.571,0.873,-3.382,0.0997,0.0807,0.361,139.691,0.613,229467
Ascension (Don't Ever Wonder),Maxwell,,2007,neo soul,0,0.757,0.466,-10.709,0.0322,0.0766,0.115,96.044,0.749,346280
Ashamed,Rick Ross,,2012,southern hip hop,0,0.5,0.867,-5.344,0.346,0.0815,0.59,154.379,0.802,256573
Asi Yo Soy,Zaturno,,2009,latin hip hop,0,0.706,0.763,-6.318,0.163,0.264,0.0749,89.92,0.821,217627
Ask the Lonely,Journey,,1983,classic rock,49,0.504,0.935,-3.316,0.0382,0.248,0.284,128.393,0.75,233653
Astronaut In The Ocean,Masked Wolf,,2019,hip hop,56,0.778,0.695,-6.865,0.0913,0.174,0.151,149.996,0.472,132780
At Last,Etta James,,1960,urban contemporary,25,0.168,0.326,-9.981,0.0324,0.721,0.316,174.794,0.322,182400
At The Club,Jacquees,,2017,hip pop,66,0.805,0.653,-7.076,0.0829,0.109,0.074,92.017,0.417,173054
